BlockTime,Miner0Proportion,Difficulty
300,417759974,1.00000,1.00000
301,418826027,1.00000,1.00000
302,419504237,1.00000,1.00000
303,421073931,1.00000,1.00000
304,421874750,1.00000,1.00000
305,425462510,1.00000,1.00000
306,425783397,1.00000,1.00000
307,426066740,1.00000,1.00000
308,426927159,1.00000,1.00000
309,431590398,1.00000,1.00000
310,431736620,1.00000,1.00000
311,434336174,1.00000,1.00000
312,435972767,1.00000,1.00000
313,436207599,1.00000,1.00000
314,436428074,1.00000,1.00000
315,438155575,1.00000,1.00000
316,438713925,1.00000,1.00000
317,439380679,1.00000,1.00000
318,440291386,1.00000,1.00000
319,440698425,1.00000,1.00000
320,440797163,1.00000,1.00000
321,440967964,1.00000,1.00000
322,440980268,1.00000,1.00000
323,441768741,1.00000,1.00000
324,442843859,1.00000,1.00000
325,444357772,1.00000,1.00000
326,445622172,1.00000,1.00000
327,446610821,1.00000,1.00000
328,447124918,1.00000,1.00000
329,448534683,1.00000,1.00000
330,449964043,1.00000,1.00000
331,450487504,1.00000,1.00000
332,450713633,1.00000,1.00000
333,451589913,1.00000,1.00000
334,451934122,1.00000,1.00000
335,452509689,1.00000,1.00000
336,452683832,1.00000,1.00000
337,454319067,1.00000,1.00000
338,455059734,1.00000,1.00000
339,455805976,1.00000,1.00000
340,459476542,1.00000,1.00000
341,460031270,1.00000,1.00000
342,460230035,1.00000,1.00000
343,462623991,1.00000,1.00000
344,462730765,1.00000,1.00000
345,463928589,1.00000,1.00000
346,463969379,1.00000,1.00000
347,464772644,1.00000,1.00000
348,465113273,1.00000,1.00000
349,466194627,1.00000,1.00000
350,467376532,1.00000,1.00000
351,467646883,1.00000,1.00000
352,468114499,1.00000,1.00000
353,468462709,1.00000,1.00000
354,468662412,1.00000,1.00000
355,469915229,1.00000,1.00000
356,470748959,1.00000,1.00000
357,471245662,1.00000,1.00000
358,472807705,1.00000,1.00000
359,473764484,1.00000,1.00000
360,476635183,1.00000,1.00000
361,476952598,1.00000,1.00000
362,478499615,1.00000,1.00000
363,480567846,1.00000,1.00000
364,480862731,1.00000,1.00000
365,483271054,1.00000,1.00000
366,486481402,1.00000,1.00000
367,487046139,1.00000,1.00000
368,487556513,1.00000,1.00000
369,487597854,1.00000,1.00000
370,488587972,1.00000,1.00000
371,490107896,1.00000,1.00000
372,491950771,1.00000,1.00000
373,492708480,1.00000,1.00000
374,493245027,1.00000,1.00000
375,494487874,1.00000,1.00000
376,495298901,1.00000,1.00000
377,496254102,1.00000,1.00000
378,499699279,1.00000,1.00000
379,500315922,1.00000,1.00000
380,500618015,1.00000,1.00000
381,501885446,1.00000,1.00000
382,502457032,1.00000,1.00000
383,503489099,1.00000,1.00000
384,503977257,1.00000,1.00000
385,505215547,1.00000,1.00000
386,505308593,1.00000,1.00000
387,505708124,1.00000,1.00000
388,507680035,1.00000,1.00000
389,508174257,1.00000,1.00000
390,509829509,1.00000,1.00000
391,510515252,1.00000,1.00000
392,511146996,1.00000,1.00000
393,511946265,1.00000,1.00000
394,512933531,1.00000,1.00000
395,513845328,1.00000,1.00000
396,514333270,1.00000,1.00000
397,516971679,1.00000,1.00000
398,517142300,1.00000,1.00000
399,517834109,1.00000,1.00000
400,518918956,1.00000,1.00000
401,519741971,1.00000,1.00000
402,520662795,1.00000,1.00000
403,521577818,1.00000,1.00000
404,521781852,1.00000,1.00000
405,523560607,1.00000,1.00000
406,527696092,1.00000,1.00000
407,527845640,1.00000,1.00000
408,528974612,1.00000,1.00000
409,529516706,1.00000,1.00000
410,530223446,1.00000,1.00000
411,531220199,1.00000,1.00000
412,531259750,1.00000,1.00000
413,532419249,1.00000,1.00000
414,533781159,1.00000,1.00000
415,533910243,1.00000,1.00000
416,534788437,1.00000,1.00000
417,534960433,1.00000,1.00000
418,535335927,1.00000,1.00000
419,535438477,1.00000,1.00000
420,538995194,1.00000,1.00000
421,540257118,1.00000,1.00000
422,542241589,1.00000,1.00000
423,542574941,1.00000,1.00000
424,543234074,1.00000,1.00000
425,544426770,1.00000,1.00000
426,546214869,1.00000,1.00000
427,546576314,1.00000,1.00000
428,547827307,1.00000,1.00000
429,548904860,1.00000,1.00000
430,549145199,1.00000,1.00000
431,550586919,1.00000,1.00000
432,550807060,1.00000,1.00000
433,551175109,1.00000,1.00000
434,551929118,1.00000,1.00000
435,552814476,1.00000,1.00000
436,553971130,1.00000,1.00000
437,555822112,1.00000,1.00000
438,556165292,1.00000,1.00000
439,556780421,1.00000,1.00000
440,557065847,1.00000,1.00000
441,557082284,1.00000,1.00000
442,558839250,1.00000,1.00000
443,560198295,1.00000,1.00000
444,561445630,1.00000,1.00000
445,561632214,1.00000,1.00000
446,561740743,1.00000,1.00000
447,562837624,1.00000,1.00000
448,563177601,1.00000,1.00000
449,563951356,1.00000,1.00000
450,564004649,1.00000,1.00000
451,566887828,1.00000,1.00000
452,566894744,1.00000,1.00000
453,567833620,1.00000,1.00000
454,567929878,1.00000,1.00000
455,570864252,1.00000,1.00000
456,571162053,1.00000,1.00000
457,572791133,1.00000,1.00000
458,575478393,1.00000,1.00000
459,576573602,1.00000,1.00000
460,578986170,1.00000,1.00000
461,579706680,1.00000,1.00000
462,580031184,1.00000,1.00000
463,580046541,1.00000,1.00000
464,580245810,1.00000,1.00000
465,580569811,1.00000,1.00000
466,581915192,1.00000,1.00000
467,583787451,1.00000,1.00000
468,583888252,1.00000,1.00000
469,584574027,1.00000,1.00000
470,586530667,1.00000,1.00000
471,587517341,1.00000,1.00000
472,588153739,1.00000,1.00000
473,593192568,1.00000,1.00000
474,593248633,1.00000,1.00000
475,593393710,1.00000,1.00000
476,593539528,1.00000,1.00000
477,595920432,1.00000,1.00000
478,597024944,1.00000,1.00000
479,597475066,1.00000,1.00000
480,598032160,1.00000,1.00000
481,598787863,1.00000,1.00000
482,600229758,1.00000,1.00000
483,601065640,1.00000,1.00000
484,601541102,1.00000,1.00000
485,601837403,1.00000,1.00000
486,603222464,1.00000,1.00000
487,603292621,1.00000,1.00000
488,603656916,1.00000,1.00000
489,606604133,1.00000,1.00000
490,606816862,1.00000,1.00000
491,608404468,1.00000,1.00000
492,612122060,1.00000,1.00000
493,612184394,1.00000,1.00000
494,612537649,1.00000,1.00000
495,612683748,1.00000,1.00000
496,613887783,1.00000,1.00000
497,614310747,1.00000,1.00000
498,614369942,1.00000,1.00000
499,617192495,1.00000,1.00000
500,617554924,1.00000,1.00000
501,618242039,1.00000,1.00000
502,618707825,1.00000,1.00000
503,620370046,1.00000,1.00000
504,620749290,1.00000,1.00000
505,621073660,1.00000,1.00000
506,623535489,1.00000,1.00000
507,624850718,1.00000,1.00000
508,624961927,1.00000,1.00000
509,625097484,1.00000,1.00000
510,628541852,1.00000,1.00000
511,630027860,1.00000,1.00000
512,631978774,1.00000,1.00000
513,633772758,1.00000,1.00000
514,634603200,1.00000,1.00000
515,635314578,1.00000,1.00000
516,636784946,1.00000,1.00000
517,637000651,1.00000,1.00000
518,637498702,1.00000,1.00000
519,638824608,1.00000,1.00000
520,639753908,1.00000,1.00000
521,639765647,1.00000,1.00000
522,641716432,1.00000,1.00000
523,641912123,1.00000,1.00000
524,646230005,1.00000,1.00000
525,647847124,1.00000,1.00000
526,648259325,1.00000,1.00000
527,650968693,1.00000,1.00000
528,653187452,1.00000,1.00000
529,654601424,1.00000,1.00000
530,654765380,1.00000,1.00000
531,656648453,1.00000,1.00000
532,657274518,1.00000,1.00000
533,660828062,1.00000,1.00000
534,661638138,1.00000,1.00000
535,664095101,1.00000,1.00000
536,667381669,1.00000,1.00000
537,668044480,1.00000,1.00000
538,669002510,1.00000,1.00000
539,669391239,1.00000,1.00000
540,673579232,1.00000,1.00000
541,674939919,1.00000,1.00000
542,675088369,1.00000,1.00000
543,675497254,1.00000,1.00000
544,676441637,1.00000,1.00000
545,678665093,1.00000,1.00000
546,679051031,1.00000,1.00000
547,681255109,1.00000,1.00000
548,682127510,1.00000,1.00000
549,685025828,1.00000,1.00000
550,685467430,1.00000,1.00000
551,686323757,1.00000,1.00000
552,687666349,1.00000,1.00000
553,688363014,1.00000,1.00000
554,689462388,1.00000,1.00000
555,698274029,0.99461,1.00000
556,698274097,0.99461,1.00000
557,698999116,1.00000,1.00000
558,699241725,1.00000,1.00000
559,700006756,1.00000,1.00000
560,700291653,1.00000,1.00000
561,702073563,1.00000,1.00000
562,702573240,1.00000,1.00000
563,705989215,1.00000,1.00000
564,706204561,1.00000,1.00000
565,707379288,1.00000,1.00000
566,708695903,1.00000,1.00000
567,711325601,1.00000,1.00000
568,711957599,1.00000,1.00000
569,713259314,1.00000,1.00000
570,714085823,1.00000,1.00000
571,717539697,1.00000,1.00000
572,719333630,1.00000,1.00000
573,720762684,1.00000,1.00000
574,720856278,1.00000,1.00000
575,721565239,1.00000,1.00000
576,721787839,1.00000,1.00000
577,722963999,1.00000,1.00000
578,723200809,1.00000,1.00000
579,723257223,1.00000,1.00000
580,726594978,1.00000,1.00000
581,726823699,1.00000,1.00000
582,727472657,1.00000,1.00000
583,727756030,1.00000,1.00000
584,728688660,1.00000,1.00000
585,731298028,1.00000,1.00000
586,732495905,1.00000,1.00000
587,732532478,1.00000,1.00000
588,733819835,1.00000,1.00000
589,734646269,1.00000,1.00000
590,736978770,1.00000,1.00000
591,737153855,1.00000,1.00000
592,737259481,1.00000,1.00000
593,738089939,1.00000,1.00000
594,739259485,1.00000,1.00000
595,739452195,1.00000,1.00000
596,740659670,1.00000,1.00000
597,741279211,1.00000,1.00000
598,741670526,1.00000,1.00000
599,742029502,1.00000,1.00000
600,743393650,1.00000,1.00000
601,745113662,1.00000,1.00000
602,745632571,1.00000,1.00000
603,747252019,1.00000,1.00000
604,748675546,1.00000,1.00000
605,750240653,1.00000,1.00000
606,751880856,1.00000,1.00000
607,752166604,1.00000,1.00000
608,755969750,1.00000,1.00000
609,756852553,1.00000,1.00000
610,759610106,1.00000,1.00000
611,760741942,1.00000,1.00000
612,761375990,1.00000,1.00000
613,762179045,1.00000,1.00000
614,762788835,1.00000,1.00000
615,764794833,1.00000,1.00000
616,765360284,1.00000,1.00000
617,767614743,1.00000,1.00000
618,767726866,1.00000,1.00000
619,769449400,1.00000,1.00000
620,771223180,1.00000,1.00000
621,771930592,1.00000,1.00000
622,772512698,1.00000,1.00000
623,772946381,1.00000,1.00000
624,773837366,1.00000,1.00000
625,777552461,1.00000,1.00000
626,781054040,1.00000,1.00000
627,784826054,1.00000,1.00000
628,787412431,1.00000,1.00000
629,787785218,1.00000,1.00000
630,787835293,1.00000,1.00000
631,789711410,1.00000,1.00000
632,795456981,1.00000,1.00000
633,796626741,1.00000,1.00000
634,797701187,1.00000,1.00000
635,798098369,1.00000,1.00000
636,799637236,1.00000,1.00000
637,799926254,1.00000,1.00000
638,802146422,1.00000,1.00000
639,802217079,1.00000,1.00000
640,803175091,1.00000,1.00000
641,804753493,1.00000,1.00000
642,805685646,1.00000,1.00000
643,805879609,1.00000,1.00000
644,806053100,1.00000,1.00000
645,806218631,1.00000,1.00000
646,807110197,1.00000,1.00000
647,808060509,1.00000,1.00000
648,810151103,1.00000,1.00000
649,813348454,1.00000,1.00000
650,813424270,1.00000,1.00000
651,814943307,1.00000,1.00000
652,815353312,1.00000,1.00000
653,815817501,1.00000,1.00000
654,815878502,1.00000,1.00000
655,820218043,1.00000,1.00000
656,820323335,1.00000,1.00000
657,820618781,1.00000,1.00000
658,820887393,1.00000,1.00000
659,821521820,1.00000,1.00000
660,822325949,1.00000,1.00000
661,823804555,1.00000,1.00000
662,824888379,1.00000,1.00000
663,825808145,1.00000,1.00000
664,828079477,1.00000,1.00000
665,828551004,1.00000,1.00000
666,829703509,1.00000,1.00000
667,829795842,1.00000,1.00000
668,832824415,1.00000,1.00000
669,833596710,1.00000,1.00000
670,834207582,1.00000,1.00000
671,835752402,1.00000,1.00000
672,841054088,1.00000,1.00000
673,841993589,1.00000,1.00000
674,842887698,1.00000,1.00000
675,844488925,1.00000,1.00000
676,845081336,1.00000,1.00000
677,845304645,1.00000,1.00000
678,845654223,1.00000,1.00000
679,847342405,1.00000,1.00000
680,847356995,1.00000,1.00000
681,847707318,1.00000,1.00000
682,848405416,1.00000,1.00000
683,848481666,1.00000,1.00000
684,849367124,1.00000,1.00000
685,850135911,1.00000,1.00000
686,852740827,1.00000,1.00000
687,854198995,1.00000,1.00000
688,854365943,1.00000,1.00000
689,856071408,1.00000,1.00000
690,856395968,1.00000,1.00000
691,859338030,1.00000,1.00000
692,861870327,1.00000,1.00000
693,861912384,1.00000,1.00000
694,862854950,1.00000,1.00000
695,863625986,1.00000,1.00000
696,864153739,1.00000,1.00000
697,864842940,1.00000,1.00000
698,864933311,1.00000,1.00000
699,866421488,1.00000,1.00000
700,867726096,1.00000,1.00000
701,868571764,1.00000,1.00000
702,868730603,1.00000,1.00000
703,869437461,1.00000,1.00000
704,871730229,1.00000,1.00000
705,872619949,1.00000,1.00000
706,873592613,1.00000,1.00000
707,874449178,1.00000,1.00000
708,875812824,1.00000,1.00000
709,875833318,1.00000,1.00000
710,876893741,1.00000,1.00000
711,878193539,1.00000,1.00000
712,882927695,1.00000,1.00000
713,884409472,1.00000,1.00000
714,884855359,1.00000,1.00000
715,886017228,1.00000,1.00000
716,886265998,1.00000,1.00000
717,886781991,1.00000,1.00000
718,887534446,1.00000,1.00000
719,889568315,1.00000,1.00000
720,889781972,1.00000,1.00000
721,894294674,1.00000,1.00000
722,897460438,1.00000,1.00000
723,899137799,1.00000,1.00000
724,901215311,1.00000,1.00000
725,901852269,1.00000,1.00000
726,903243658,1.00000,1.00000
727,903692935,1.00000,1.00000
728,906180176,1.00000,1.00000
729,912192728,0.99726,1.00000
730,913720359,1.00000,1.00000
731,916648888,1.00000,1.00000
732,920637169,1.00000,1.00000
733,921323746,1.00000,1.00000
734,921966326,1.00000,1.00000
735,924555504,1.00000,1.00000
736,924560858,1.00000,1.00000
737,924804056,1.00000,1.00000
738,928253703,1.00000,1.00000
739,928543414,1.00000,1.00000
740,928569687,1.00000,1.00000
741,929742245,1.00000,1.00000
742,930909213,1.00000,1.00000
743,932021486,1.00000,1.00000
744,935884812,1.00000,1.00000
745,937691616,1.00000,1.00000
746,938082575,1.00000,1.00000
747,938896230,1.00000,1.00000
748,939384914,1.00000,1.00000
749,939505370,1.00000,1.00000
750,939561028,1.00000,1.00000
751,940357476,1.00000,1.00000
752,940364674,1.00000,1.00000
753,940639590,1.00000,1.00000
754,940813994,1.00000,1.00000
755,941885750,1.00000,1.00000
756,944583756,1.00000,1.00000
757,946754605,1.00000,1.00000
758,946974822,1.00000,1.00000
759,947216554,1.00000,1.00000
760,949360509,1.00000,1.00000
761,949859819,1.00000,1.00000
762,949940781,1.00000,1.00000
763,952869269,1.00000,1.00000
764,953239653,1.00000,1.00000
765,954149056,1.00000,1.00000
766,955404770,1.00000,1.00000
767,956611682,1.00000,1.00000
768,956631297,1.00000,1.00000
769,957642680,1.00000,1.00000
770,958566499,1.00000,1.00000
771,959789490,1.00000,1.00000
772,961022037,1.00000,1.00000
773,961640583,1.00000,1.00000
774,962145236,1.00000,1.00000
775,963501740,1.00000,1.00000
776,966817317,1.00000,1.00000
777,967173685,1.00000,1.00000
778,968226140,1.00000,1.00000
779,971279963,1.00000,1.00000
780,973426887,1.00000,1.00000
781,973846862,1.00000,1.00000
782,975232598,1.00000,1.00000
783,975356957,1.00000,1.00000
784,976307041,1.00000,1.00000
785,979106245,1.00000,1.00000
786,980507494,1.00000,1.00000
787,980717931,1.00000,1.00000
788,985574132,1.00000,1.00000
789,987985987,1.00000,1.00000
790,991616046,1.00000,1.00000
791,992268643,1.00000,1.00000
792,992750624,1.00000,1.00000
793,993179764,1.00000,1.00000
794,994058831,1.00000,1.00000
795,994078189,1.00000,1.00000
796,994900803,1.00000,1.00000
797,995357681,1.00000,1.00000
798,995636860,1.00000,1.00000
799,998192069,1.00000,1.00000
800,998763175,1.00000,1.00000
801,998902956,1.00000,1.00000
802,999705489,1.00000,1.00000
803,1001020407,1.00000,1.00000
804,1001578265,1.00000,1.00000
805,1001666762,1.00000,1.00000
806,1002076672,1.00000,1.00000
807,1003341448,1.00000,1.00000
808,1004675706,1.00000,1.00000
809,1005005634,1.00000,1.00000
810,1007880051,1.00000,1.00000
811,1009751266,1.00000,1.00000
812,1011401913,1.00000,1.00000
813,1012531881,1.00000,1.00000
814,1013307041,1.00000,1.00000
815,1014198296,1.00000,1.00000
816,1014286201,1.00000,1.00000
817,1014438391,1.00000,1.00000
818,1014894194,1.00000,1.00000
819,1014987939,1.00000,1.00000
820,1015198323,1.00000,1.00000
821,1020580831,1.00000,1.00000
822,1021547670,1.00000,1.00000
823,1023903685,1.00000,1.00000
824,1025632363,1.00000,1.00000
825,1027043715,1.00000,1.00000
826,1029847766,1.00000,1.00000
827,1031032429,1.00000,1.00000
828,1031649350,1.00000,1.00000
829,1031703517,1.00000,1.00000
830,1033729406,1.00000,1.00000
831,1034315039,1.00000,1.00000
832,1035082025,1.00000,1.00000
833,1036256546,1.00000,1.00000
834,1037999699,1.00000,1.00000
835,1039728440,1.00000,1.00000
836,1042523728,1.00000,1.00000
837,1042580375,1.00000,1.00000
838,1043841173,1.00000,1.00000
839,1044043752,1.00000,1.00000
840,1046802768,1.00000,1.00000
841,1048472687,1.00000,1.00000
842,1051746699,1.00000,1.00000
843,1052376735,1.00000,1.00000
844,1053062805,1.00000,1.00000
845,1054101215,1.00000,1.00000
846,1056706200,1.00000,1.00000
847,1059533727,1.00000,1.00000
848,1060200779,1.00000,1.00000
849,1061493678,1.00000,1.00000
850,1063677008,1.00000,1.00000
851,1065682794,1.00000,1.00000
852,1066709113,1.00000,1.00000
853,1066825630,1.00000,1.00000
854,1067893112,1.00000,1.00000
855,1069028768,1.00000,1.00000
856,1069093729,1.00000,1.00000
857,1069790192,1.00000,1.00000
858,1070433542,1.00000,1.00000
859,1071092846,1.00000,1.00000
860,1071164945,1.00000,1.00000
861,1071185871,1.00000,1.00000
862,1071661889,1.00000,1.00000
863,1072494859,1.00000,1.00000
864,1072527573,1.00000,1.00000
865,1072550371,1.00000,1.00000
866,1074792589,1.00000,1.00000
