1,54941,1.00000,1.00000
2,1020408,1.00000,1.00000
3,3173699,1.00000,1.00000
4,4057794,1.00000,1.00000
5,4361791,1.00000,1.00000
6,6613314,1.00000,1.00000
7,9489033,1.00000,1.00000
8,10616391,1.00000,1.00000
9,12389589,1.00000,1.00000
10,14098195,1.00000,1.00000
11,16126826,1.00000,1.00000
12,16177775,1.00000,1.00000
13,16502533,1.00000,1.00000
14,16802671,1.00000,1.00000
15,17742528,1.00000,1.00000
16,18583100,1.00000,1.00000
17,19835210,1.00000,1.00000
18,21367508,1.00000,1.00000
19,22296479,1.00000,1.00000
20,22323881,1.00000,1.00000
21,24140549,1.00000,1.00000
22,26563301,1.00000,1.00000
24,32848134,0.95833,1.00000
25,33377626,0.96000,1.00000
26,35061768,0.96154,1.00000
27,35223984,0.96296,1.00000
28,38075608,0.96429,1.00000
29,40051005,0.96552,1.00000
30,41226419,0.96667,1.00000
31,42910019,0.96774,1.00000
32,44178791,0.96875,1.00000
33,45954928,0.96970,1.00000
34,47803145,0.97059,1.00000
35,50446599,0.97143,1.00000
36,51288823,0.97222,1.00000
37,52803095,0.97297,1.00000
38,56158769,0.97368,1.00000
39,56262673,0.97436,1.00000
40,56948642,0.97500,1.00000
41,57809266,0.97561,1.00000
42,60637134,0.97619,1.00000
43,61775725,0.97674,1.00000
44,62402429,0.97727,1.00000
45,62406553,0.97778,1.00000
46,62757832,0.97826,1.00000
47,62855447,0.97872,1.00000
48,63089899,0.97917,1.00000
49,64422942,0.97959,1.00000
50,67793093,0.98000,1.00000
51,67855767,0.98039,1.00000
52,69361274,0.98077,1.00000
53,70247760,0.98113,1.00000
54,70549758,0.98148,1.00000
55,70788486,0.98182,1.00000
56,71726904,0.98214,1.00000
57,72562873,0.98246,1.00000
58,72697191,0.98276,1.00000
59,73786417,0.98305,1.00000
60,75084139,0.98333,1.00000
61,77344170,0.98361,1.00000
62,77734616,0.98387,1.00000
63,78030127,0.98413,1.00000
64,79801169,0.98438,1.00000
65,80607279,0.98462,1.00000
66,82449112,0.98485,1.00000
67,82551753,0.98507,1.00000
68,82856709,0.98529,1.00000
69,87329730,0.98551,1.00000
70,88066626,0.98571,1.00000
71,90260597,0.98592,1.00000
72,90908627,0.98611,1.00000
73,95681542,0.98630,1.00000
74,96624746,0.98649,1.00000
75,98551842,0.98667,1.00000
79,106852625,0.94937,1.00000
80,108408083,0.95000,1.00000
81,110403858,0.95062,1.00000
82,112946086,0.95122,1.00000
83,113616124,0.95181,1.00000
84,118075158,0.95238,1.00000
85,119189658,0.95294,1.00000
86,124614728,0.95349,1.00000
87,124748345,0.95402,1.00000
88,125472379,0.95455,1.00000
89,126565848,0.95506,1.00000
90,127370187,0.95556,1.00000
91,129145884,0.95604,1.00000
92,131275807,0.95652,1.00000
93,131285841,0.95699,1.00000
94,134331392,0.95745,1.00000
95,135625876,0.95789,1.00000
96,136436498,0.95833,1.00000
97,136534348,0.95876,1.00000
98,136983208,0.95918,1.00000
99,142049901,0.95960,1.00000
100,142640015,0.96000,1.00000
101,144975213,0.96040,1.00000
102,148544796,0.96078,1.00000
103,150695201,0.96117,1.00000
104,151451156,0.96154,1.00000
105,151725932,0.96190,1.00000
106,153774947,0.96226,1.00000
107,156463949,0.96262,1.00000
108,157394727,0.96296,1.00000
109,158651352,0.96330,1.00000
110,159586486,0.96364,1.00000
111,159736290,0.96396,1.00000
112,159920629,0.96429,1.00000
113,160504017,0.96460,1.00000
114,161964502,0.96491,1.00000
115,162280128,0.96522,1.00000
116,163542662,0.96552,1.00000
117,163548611,0.96581,1.00000
118,166837557,0.96610,1.00000
119,168035247,0.96639,1.00000
120,168389318,0.96667,1.00000
121,169332184,0.96694,1.00000
122,169791703,0.96721,1.00000
123,171160605,0.96748,1.00000
124,172201182,0.96774,1.00000
125,174628490,0.96800,1.00000
126,175567073,0.96825,1.00000
127,175596238,0.96850,1.00000
128,176965560,0.96875,1.00000
129,180097061,0.96899,1.00000
130,182317460,0.96923,1.00000
131,182968531,0.96947,1.00000
132,183233161,0.96970,1.00000
133,183717069,0.96992,1.00000
134,185203452,0.97015,1.00000
135,186767868,0.97037,1.00000
136,188347487,0.97059,1.00000
137,188531373,0.97080,1.00000
138,188822361,0.97101,1.00000
139,189406929,0.97122,1.00000
140,189501925,0.97143,1.00000
141,189652272,0.97163,1.00000
142,191855986,0.97183,1.00000
143,192587400,0.97203,1.00000
144,193325430,0.97222,1.00000
145,194586580,0.97241,1.00000
146,196443548,0.97260,1.00000
147,197116518,0.97279,1.00000
148,197579005,0.97297,1.00000
149,198366570,0.97315,1.00000
150,199435927,0.97333,1.00000
151,200948107,0.97351,1.00000
152,201853899,0.97368,1.00000
153,202070219,0.97386,1.00000
154,203709090,0.97403,1.00000
155,207008400,0.97419,1.00000
156,207570137,0.97436,1.00000
157,207802937,0.97452,1.00000
158,209932389,0.97468,1.00000
159,213621593,0.97484,1.00000
160,217811112,0.97500,1.00000
161,218581766,0.97516,1.00000
162,219750886,0.97531,1.00000
163,220669239,0.97546,1.00000
164,222250911,0.97561,1.00000
165,223165763,0.97576,1.00000
166,223954450,0.97590,1.00000
167,225610608,0.97605,1.00000
168,225751252,0.97619,1.00000
169,226847999,0.97633,1.00000
170,227095801,0.97647,1.00000
171,227423543,0.97661,1.00000
172,228542021,0.97674,1.00000
173,229419737,0.97688,1.00000
174,231264449,0.97701,1.00000
175,232313258,0.97714,1.00000
176,232534001,0.97727,1.00000
177,233156915,0.97740,1.00000
178,235357477,0.97753,1.00000
179,236602685,0.97765,1.00000
180,237705007,0.97778,1.00000
181,238646272,0.97790,1.00000
182,239163138,0.97802,1.00000
183,239583761,0.97814,1.00000
184,240078574,0.97826,1.00000
185,241927885,0.97838,1.00000
186,245245832,0.97849,1.00000
187,247171244,0.97861,1.00000
188,250421327,0.96296,1.00000
189,250835041,0.97884,1.00000
190,250971342,0.97895,1.00000
191,251544550,0.97906,1.00000
192,252037882,0.97917,1.00000
193,252969074,0.97927,1.00000
194,252995231,0.97938,1.00000
195,253319440,0.97949,1.00000
196,253342999,0.97959,1.00000
197,257221320,0.97970,1.00000
198,258745288,0.97980,1.00000
199,259405655,0.97990,1.00000
200,259422903,0.98000,1.00000
201,260035923,0.98010,1.00000
202,261257023,0.98020,1.00000
203,261522675,0.98030,1.00000
204,262096699,0.98039,1.00000
205,262148441,0.98049,1.00000
206,263005625,0.98058,1.00000
207,263271210,0.98068,1.00000
208,263315187,0.98077,1.00000
209,263890018,0.98086,1.00000
210,264182202,0.98095,1.00000
211,264194330,0.98104,1.00000
212,267131304,0.98113,1.00000
213,267155719,0.98122,1.00000
214,268895963,0.98131,1.00000
215,269646612,0.98140,1.00000
216,271764757,0.98148,1.00000
217,271968902,0.98157,1.00000
218,273292189,0.98165,1.00000
219,274601985,0.98174,1.00000
220,274651339,0.98182,1.00000
221,275488495,0.98190,1.00000
222,275550659,0.98198,1.00000
223,275640941,0.98206,1.00000
224,277900166,0.98214,1.00000
225,278408985,0.98222,1.00000
226,280502076,0.98230,1.00000
227,281438310,0.98238,1.00000
228,284302713,0.98246,1.00000
229,284491287,0.98253,1.00000
230,286192456,0.98261,1.00000
231,286361362,0.98268,1.00000
232,286644976,0.98276,1.00000
233,288249351,0.98283,1.00000
234,288985874,0.98291,1.00000
235,291609285,0.98298,1.00000
236,292190520,0.98305,1.00000
237,292854454,0.98312,1.00000
238,294532102,0.98319,1.00000
239,295767643,0.98326,1.00000
240,295847789,0.98333,1.00000
241,295915301,0.98340,1.00000
242,297977174,0.98347,1.00000
243,298306369,0.98354,1.00000
244,298369754,0.98361,1.00000
245,301134874,0.98367,1.00000
246,301153662,0.98374,1.00000
247,303461423,0.98381,1.00000
248,307221253,0.98387,1.00000
249,308354151,0.98394,1.00000
250,308436725,0.98400,1.00000
251,310540617,0.98406,1.00000
252,310920729,0.98413,1.00000
253,312940938,0.98419,1.00000
254,313644692,0.98425,1.00000
255,313776317,0.98431,1.00000
256,316088691,0.98438,1.00000
257,318127602,0.98444,1.00000
258,319568639,0.98450,1.00000
259,321350365,0.98456,1.00000
260,321663392,0.98462,1.00000
261,321818646,0.98467,1.00000
262,323620217,0.98473,1.00000
263,324435906,0.98479,1.00000
264,324893303,0.98485,1.00000
265,325153074,0.98491,1.00000
266,325481377,0.98496,1.00000
267,325748708,0.98502,1.00000
268,326677044,0.98507,1.00000
269,327408152,0.98513,1.00000
270,327826874,0.98519,1.00000
271,328042922,0.98524,1.00000
272,329273854,0.98529,1.00000
273,329963654,0.98535,1.00000
274,332099955,0.98540,1.00000
275,333551629,0.98545,1.00000
