BlockTime,Miner0Proportion,Difficulty
25850,16443452743,0.87176,0.55384
25851,16444728175,0.87177,0.55384
25852,16444806887,0.87177,0.55384
25853,16444829907,0.87178,0.55384
25854,16445890995,0.87178,0.55384
25855,16446991131,0.87178,0.55384
25856,16448013434,0.87179,0.55384
25857,16448322919,0.87179,0.55384
25858,16448587762,0.87180,0.55384
25859,16449130427,0.87180,0.55384
25860,16449692425,0.87181,0.55384
25861,16451016507,0.87181,0.55384
25863,16453047747,0.87175,0.55384
25864,16453374257,0.87175,0.55384
25865,16455413298,0.87168,0.55384
25867,16456470247,0.87169,0.55384
25868,16456498340,0.87169,0.55384
25869,16456593058,0.87170,0.55384
25870,16456668205,0.87170,0.55384
25871,16456701232,0.87171,0.55384
25872,16456705371,0.87171,0.55384
25873,16457793363,0.87172,0.55384
25874,16458242043,0.87172,0.55384
25875,16458343856,0.87173,0.55384
25876,16459043177,0.87173,0.55384
25877,16459070306,0.87174,0.55384
25878,16459427956,0.87174,0.55384
25879,16460697454,0.87175,0.55384
25880,16461755557,0.87175,0.55384
25881,16463077949,0.87176,0.55384
25882,16463294488,0.87176,0.55384
25883,16463881222,0.87177,0.55384
25884,16464559517,0.87177,0.55384
25885,16464690005,0.87178,0.55384
25886,16465191007,0.87178,0.55384
25887,16466768064,0.87179,0.55384
25888,16466771001,0.87179,0.55384
25889,16467700576,0.87180,0.55384
25891,16469501253,0.87177,0.55384
25892,16469765882,0.87178,0.55384
25893,16469930222,0.87178,0.55384
25894,16471039843,0.87178,0.55384
25895,16472848994,0.87179,0.55384
25896,16473285507,0.87179,0.55384
25897,16474655252,0.87180,0.55384
25898,16474726230,0.87180,0.55384
25899,16475670319,0.87181,0.55384
25900,16475691951,0.87181,0.55384
25901,16476238656,0.87182,0.55384
25902,16477263935,0.87182,0.55384
25903,16477886533,0.87183,0.55384
25904,16478324815,0.87183,0.55384
25905,16479405446,0.87184,0.55384
25906,16479890193,0.87184,0.55384
25907,16480137246,0.87185,0.55384
25908,16481153618,0.87185,0.55384
25909,16482695702,0.87186,0.55384
25910,16483224789,0.87175,0.55384
25912,16483793106,0.87176,0.55384
25917,16487380439,0.87163,0.55384
25918,16487570470,0.87163,0.55384
25919,16488613358,0.87164,0.55384
25920,16488776260,0.87164,0.55384
25922,16491262760,0.87161,0.55384
25923,16491397851,0.87162,0.55384
25924,16493498868,0.87162,0.55384
25925,16493741798,0.87163,0.55384
25926,16493981270,0.87163,0.55384
25927,16494270590,0.87164,0.55384
25928,16494986505,0.87164,0.55384
25929,16495897159,0.87165,0.55384
25930,16495990658,0.87165,0.55384
25931,16497611344,0.87166,0.55384
25932,16497656041,0.87166,0.55384
25933,16497873382,0.87167,0.55384
25934,16498552108,0.87167,0.55384
25935,16498653799,0.87168,0.55384
25936,16499722763,0.87168,0.55384
25937,16499726637,0.87169,0.55384
25938,16500271930,0.87169,0.55384
25939,16500640572,0.87170,0.55384
25940,16500966805,0.87170,0.55384
25941,16502798018,0.87171,0.55384
25942,16504358676,0.87171,0.55384
25943,16504546496,0.87172,0.55384
25944,16504956002,0.87172,0.55384
25945,16505222271,0.87173,0.55384
25946,16505742362,0.87173,0.55384
25947,16506005656,0.87174,0.55384
25948,16506524492,0.87174,0.55384
25949,16506943348,0.87175,0.55384
25950,16507175147,0.87175,0.55384
25951,16508314766,0.87176,0.55384
25952,16509355169,0.87161,0.55384
25955,16511472741,0.87151,0.55384
25956,16511548055,0.87159,0.55384
25957,16513174218,0.87160,0.55384
25958,16513293631,0.87160,0.55384
25959,16513584664,0.87161,0.55384
25960,16513744816,0.87161,0.55384
25961,16514015059,0.87162,0.55384
25962,16514148839,0.87162,0.55384
25964,16516570921,0.87159,0.55384
25965,16516746636,0.87160,0.55384
25966,16517768116,0.87160,0.55384
25967,16517956348,0.87161,0.55384
25968,16518502850,0.87161,0.55384
25969,16518596925,0.87162,0.55384
25970,16518771629,0.87162,0.55384
25971,16519493856,0.87163,0.55384
25974,16522801619,0.87156,0.55384
25975,16523249827,0.87157,0.55384
25976,16523479405,0.87157,0.55384
25977,16523859661,0.87158,0.55384
25978,16524578617,0.87158,0.55384
25979,16524871317,0.87159,0.55384
25981,16527308976,0.87148,0.55384
25982,16528650270,0.87149,0.55384
25983,16528935584,0.87149,0.55384
25984,16530082156,0.87150,0.55384
25985,16531052161,0.87150,0.55384
25986,16531564897,0.87151,0.55384
25987,16531690588,0.87151,0.55384
25988,16532351449,0.87152,0.55384
25989,16532645909,0.87152,0.55384
25990,16533464826,0.87153,0.55384
25991,16533688104,0.87153,0.55384
25992,16534224312,0.87154,0.55384
25994,16535871649,0.87151,0.55384
25995,16536058995,0.87151,0.55384
25996,16536937386,0.87152,0.55384
25997,16537057113,0.87152,0.55384
25998,16538407376,0.87153,0.55384
25999,16538535053,0.87153,0.55384
26000,16539105241,0.87154,0.55384
26001,16539234956,0.87154,0.55384
26002,16539288413,0.87155,0.55384
26003,16540078047,0.87155,0.55384
26004,16540809168,0.87156,0.55384
26006,16543210814,0.87153,0.55384
26007,16543871112,0.87153,0.55384
26008,16544704426,0.87154,0.55384
26009,16545465017,0.87154,0.55384
26010,16545527039,0.87155,0.55384
26011,16545610954,0.87155,0.55384
26012,16546933300,0.87156,0.55384
26013,16547339766,0.87156,0.55384
26014,16548026642,0.87157,0.55384
26015,16548902431,0.87157,0.55384
26016,16550033419,0.87158,0.55384
26018,16551526433,0.87147,0.55384
26019,16552334142,0.87148,0.55384
26020,16552430430,0.87148,0.55384
26021,16554167677,0.87149,0.55384
26022,16554656103,0.87149,0.55384
26023,16555704859,0.87150,0.55384
26024,16556080742,0.87150,0.55384
26025,16556107843,0.87151,0.55384
26026,16556851995,0.87151,0.55384
26027,16557215810,0.87152,0.55384
26028,16557618614,0.87152,0.55384
26029,16557631834,0.87153,0.55384
26030,16557900681,0.87153,0.55384
26031,16558483674,0.87154,0.55384
26032,16559063757,0.87154,0.55384
26033,16559156138,0.87155,0.55384
26034,16559390113,0.87155,0.55384
26035,16559942411,0.87156,0.55384
26036,16560065868,0.87156,0.55384
26037,16560635395,0.87157,0.55384
26038,16561364394,0.87157,0.55384
26039,16561599800,0.87158,0.55384
26040,16562053258,0.87158,0.55384
26041,16562093723,0.87159,0.55384
26042,16562158622,0.87159,0.55384
26043,16563011274,0.87160,0.55384
26044,16563166365,0.87160,0.55384
26045,16563647586,0.87161,0.55384
26046,16564885403,0.87161,0.55384
26047,16565117184,0.87162,0.55384
26048,16565278746,0.87162,0.55384
26050,16567420844,0.87159,0.55384
26051,16568152592,0.87160,0.55384
26052,16568778596,0.87160,0.55384
26053,16569788491,0.87161,0.55384
26054,16570822325,0.87161,0.55384
26055,16571283692,0.87162,0.55384
26056,16571289482,0.87162,0.55384
26057,16571964188,0.87163,0.55384
26058,16572068314,0.87163,0.55384
26060,16574134956,0.87160,0.55384
26061,16574936723,0.87161,0.55384
26062,16575246867,0.87161,0.55384
26063,16575464636,0.87162,0.55384
26064,16576397995,0.87162,0.55384
26065,16577037254,0.87163,0.55384
26066,16577405287,0.87163,0.55384
26067,16577651074,0.87164,0.55384
26068,16578117248,0.87164,0.55384
26069,16578267482,0.87165,0.55384
26070,16579647735,0.87165,0.55384
26071,16580375407,0.87166,0.55384
26072,16580464425,0.87166,0.55384
26073,16580927620,0.87167,0.55384
26074,16582090148,0.87167,0.55384
26075,16582795738,0.87168,0.55384
26076,16582946080,0.87168,0.55384
26077,16583132935,0.87169,0.55384
26078,16584288771,0.87169,0.55384
26079,16585166765,0.87170,0.55384
26080,16585220227,0.87170,0.55384
26081,16585331258,0.87171,0.55384
26082,16586558226,0.87171,0.55384
26083,16589514685,0.87172,0.55384
26084,16590686913,0.87172,0.55384
26085,16591981482,0.87173,0.55384
26086,16592016534,0.87173,0.55384
26088,16594915909,0.87170,0.55384
26089,16595215228,0.87171,0.55384
26090,16596507208,0.87171,0.55384
26093,16598963268,0.87165,0.55384
26094,16599024887,0.87166,0.55384
26095,16599271254,0.87166,0.55384
26096,16599288173,0.87167,0.55384
26097,16599983686,0.87167,0.55384
26098,16600246491,0.87168,0.55384
26099,16600827400,0.87168,0.55384
26100,16601124098,0.87169,0.55384
26101,16601336187,0.87169,0.55384
26102,16602733314,0.87170,0.55384
26103,16603798905,0.87170,0.55384
26104,16604208993,0.87171,0.55384
26105,16604694222,0.87171,0.55384
26106,16605366331,0.87172,0.55384
26107,16605373754,0.87172,0.55384
26108,16606395140,0.87173,0.55384
26109,16606594566,0.87173,0.55384
26110,16608169433,0.87173,0.55384
26111,16608204725,0.87174,0.55384
26112,16608278753,0.87174,0.55384
26113,16608280233,0.87175,0.55384
26114,16608689298,0.87175,0.55384
26115,16609244058,0.87176,0.55384
26117,16611034253,0.87173,0.55384
26118,16612123684,0.87174,0.55384
26119,16612419705,0.87174,0.55384
26120,16613465010,0.87175,0.55384
26121,16614354183,0.87175,0.55384
26122,16614866701,0.87176,0.55384
26123,16616285933,0.87169,0.55384
26127,16619586916,0.87163,0.55384
26128,16619704211,0.87163,0.55384
26129,16619822354,0.87164,0.55384
26130,16621633087,0.87164,0.55384
26131,16622175337,0.87165,0.55384
26132,16623256786,0.87165,0.55384
26134,16625272436,0.87151,0.55384
26135,16625570716,0.87151,0.55384
26136,16626548559,0.87152,0.55384
26137,16628010286,0.87152,0.55384
26138,16628155351,0.87153,0.55384
26139,16628981844,0.87153,0.55384
26140,16629890677,0.87154,0.55384
26141,16630219670,0.87154,0.55384
26142,16630635398,0.87155,0.55384
26143,16631526579,0.87155,0.55384
26144,16631661331,0.87156,0.55384
26145,16631790840,0.87156,0.55384
26146,16632446656,0.87157,0.55384
26147,16632553691,0.87157,0.55384
26148,16632649903,0.87158,0.55384
26149,16632969689,0.87158,0.55384
26150,16634316343,0.87159,0.55384
26151,16634364901,0.87159,0.55384
26152,16634781329,0.87160,0.55384
26153,16635156356,0.87160,0.55384
26154,16635917415,0.87161,0.55384
26155,16636858527,0.87161,0.55384
26156,16638677231,0.87162,0.55384
26157,16639227380,0.87162,0.55384
26158,16639589150,0.87163,0.55384
26159,16639936302,0.87163,0.55384
26160,16640090580,0.87164,0.55384
26161,16640287819,0.87164,0.55384
26162,16640368080,0.87165,0.55384
26163,16641236198,0.87165,0.55384
26164,16641690767,0.87166,0.55384
26165,16642493344,0.87166,0.55384
26167,16644296038,0.87159,0.55384
26168,16644495991,0.87160,0.55384
26169,16644550134,0.87160,0.55384
26170,16645148729,0.87161,0.55384
26171,16645345768,0.87161,0.55384
26172,16647304411,0.87162,0.55384
26173,16648568165,0.87162,0.55384
26174,16648618598,0.87163,0.55384
26175,16648937164,0.87163,0.55384
26176,16649124100,0.87164,0.55384
26177,16649426723,0.87164,0.55384
26178,16649433720,0.87165,0.55384
26179,16649554625,0.87165,0.55384
26180,16650859479,0.87166,0.55384
26181,16651568010,0.87166,0.55384
26182,16652672801,0.87167,0.55384
26183,16653663626,0.87167,0.55384
26184,16653761553,0.87168,0.55384
26185,16655188134,0.87168,0.55384
26186,16655240886,0.87169,0.55384
26187,16655763022,0.87169,0.55384
26188,16656397881,0.87170,0.55384
26189,16657384071,0.87170,0.55384
26190,16657620929,0.87171,0.55384
26192,16659625235,0.87168,0.55384
26193,16659871794,0.87168,0.55384
26194,16660221675,0.87169,0.55384
26195,16661228755,0.87169,0.55384
26196,16662484042,0.87170,0.55384
26197,16663207389,0.87170,0.55384
26198,16663462522,0.87171,0.55384
26199,16664259119,0.87171,0.55384
26200,16664979530,0.87172,0.55384
26201,16665098944,0.87172,0.55384
26202,16665821736,0.87173,0.55384
26203,16666095857,0.87173,0.55384
26204,16666393829,0.87174,0.55384
26205,16666754952,0.87174,0.55384
26206,16667229868,0.87175,0.55384
26207,16668326065,0.87175,0.55384
26208,16668678079,0.87176,0.55384
26209,16669139886,0.87176,0.52562
26210,16670659965,0.87170,0.52562
26211,16671026125,0.87177,0.52562
26212,16671617086,0.87178,0.52562
26214,16673530620,0.87163,0.52562
26215,16673954249,0.87164,0.52562
26216,16674725126,0.87164,0.52562
26217,16674976881,0.87165,0.52562
26218,16675268528,0.87165,0.52562
26219,16675419237,0.87166,0.52562
26220,16675832624,0.87166,0.52562
26221,16676974584,0.87167,0.52562
26222,16677021117,0.87167,0.52562
26223,16677610737,0.87168,0.52562
26224,16677924404,0.87168,0.52562
26225,16678001255,0.87169,0.52562
26226,16678755752,0.87169,0.52562
26227,16679652170,0.87170,0.52562
26228,16680432352,0.87170,0.52562
26229,16680642971,0.87171,0.52562
26230,16680929417,0.87171,0.52562
26231,16681777220,0.87172,0.52562
26232,16681944016,0.87172,0.52562
26233,16682207539,0.87173,0.52562
26234,16683983595,0.87173,0.52562
26235,16685437191,0.87174,0.52562
26236,16685835672,0.87174,0.52562
26238,16687124015,0.87164,0.52562
26239,16687595645,0.87164,0.52562
26240,16687610140,0.87165,0.52562
26241,16687847795,0.87165,0.52562
26242,16688398513,0.87166,0.52562
26243,16688440552,0.87166,0.52562
26244,16689371857,0.87167,0.52562
26245,16689561262,0.87167,0.52562
26246,16690242403,0.87168,0.52562
26247,16690810374,0.87168,0.52562
26248,16691282098,0.87169,0.52562
26249,16691749267,0.87169,0.52562
26250,16691874312,0.87170,0.52562
26251,16692938346,0.87163,0.52562
26253,16693801873,0.87163,0.52562
26254,16694982406,0.87164,0.52562
26255,16695782647,0.87164,0.52562
26256,16696406679,0.87165,0.52562
26257,16697202099,0.87165,0.52562
26258,16697265536,0.87166,0.52562
26259,16698040209,0.87166,0.52562
26260,16698132611,0.87167,0.52562
26261,16698406184,0.87167,0.52562
26262,16699188552,0.87168,0.52562
26263,16700261952,0.87168,0.52562
26264,16700500319,0.87169,0.52562
26265,16700701735,0.87169,0.52562
26266,16700971499,0.87170,0.52562
26267,16701726684,0.87170,0.52562
26268,16704320751,0.87171,0.52562
26271,16707571594,0.87161,0.52562
26272,16707935386,0.87161,0.52562
26273,16708796122,0.87162,0.52562
26274,16709380254,0.87162,0.52562
26275,16709414828,0.87163,0.52562
26276,16709698986,0.87163,0.52562
26277,16709816001,0.87164,0.52562
26278,16710328911,0.87164,0.52562
26279,16711284928,0.87165,0.52562
26280,16712581674,0.87150,0.52562
26282,16713274532,0.87151,0.52562
26283,16713649809,0.87151,0.52562
26284,16714779464,0.87152,0.52562
26285,16715360898,0.87152,0.52562
26286,16715939140,0.87153,0.52562
26287,16716053421,0.87153,0.52562
26288,16716314034,0.87154,0.52562
26289,16717042982,0.87154,0.52562
26290,16718001955,0.87155,0.52562
26291,16718480911,0.87155,0.52562
26292,16718919460,0.87156,0.52562
26293,16719070959,0.87156,0.52562
26294,16719283590,0.87157,0.52562
26295,16719347780,0.87157,0.52562
26296,16720438528,0.87158,0.52562
26297,16721882919,0.87158,0.52562
26298,16722340895,0.87159,0.52562
26299,16722487200,0.87159,0.52562
26300,16723247003,0.87160,0.52562
26301,16723953038,0.87160,0.52562
26302,16724840838,0.87161,0.52562
26303,16725248815,0.87161,0.52562
26304,16726568101,0.87162,0.52562
26305,16726787674,0.87162,0.52562
26307,16728626103,0.87159,0.52562
26308,16729603848,0.87160,0.52562
26310,16732603194,0.87157,0.52562
26311,16732751176,0.87157,0.52562
26312,16733650659,0.87158,0.52562
26313,16733905570,0.87158,0.52562
26314,16735260547,0.87159,0.52562
26315,16735291010,0.87159,0.52562
26316,16736360443,0.87160,0.52562
26318,16738269225,0.87157,0.52562
26319,16739176858,0.87158,0.52562
26320,16739468636,0.87158,0.52562
26321,16739520641,0.87159,0.52562
26322,16739658155,0.87159,0.52562
26323,16741108439,0.87160,0.52562
26324,16741730102,0.87160,0.52562
26325,16742238774,0.87160,0.52562
26326,16743226166,0.87161,0.52562
26328,16746352056,0.87154,0.52562
26329,16746846352,0.87155,0.52562
26330,16747105344,0.87155,0.52562
26331,16747372987,0.87156,0.52562
26332,16748707961,0.87156,0.52562
26334,16750501376,0.87153,0.52562
26335,16751269008,0.87154,0.52562
26336,16751309573,0.87154,0.52562
26337,16751320987,0.87155,0.52562
26338,16751359224,0.87155,0.52562
26339,16751723373,0.87156,0.52562
26340,16752437046,0.87156,0.52562
26341,16753055324,0.87157,0.52562
26342,16754132701,0.87157,0.52562
26343,16754216797,0.87158,0.52562
26344,16754257493,0.87158,0.52562
26345,16754951825,0.87159,0.52562
26346,16756307393,0.87159,0.52562
26347,16758174989,0.87160,0.52562
26348,16758271728,0.87160,0.52562
26349,16759488393,0.87161,0.52562
26350,16759514801,0.87161,0.52562
26351,16761035214,0.87162,0.52562
26352,16761293188,0.87162,0.52562
26353,16763018850,0.87163,0.52562
26354,16763388564,0.87163,0.52562
26355,16764177381,0.87164,0.52562
26356,16764849770,0.87164,0.52562
26357,16765438418,0.87165,0.52562
26358,16765667178,0.87165,0.52562
26359,16766373321,0.87166,0.52562
26360,16767065683,0.87166,0.52562
26361,16769364932,0.87167,0.52562
26362,16769429859,0.87167,0.52562
26363,16771178539,0.87168,0.52562
26364,16771444548,0.87168,0.52562
26365,16772886370,0.87169,0.52562
26366,16773054290,0.87169,0.52562
26367,16773143064,0.87170,0.52562
26368,16774057866,0.87170,0.52562
26369,16775296472,0.87171,0.52562
26370,16775651991,0.87171,0.52562
26371,16775937196,0.87172,0.52562
26372,16776534479,0.87172,0.52562
26373,16776635160,0.87172,0.52562
26374,16777200897,0.87173,0.52562
26375,16778160103,0.87173,0.52562
26376,16778396920,0.87174,0.52562
26377,16779805254,0.87167,0.52562
26379,16780722038,0.87168,0.52562
26380,16780775126,0.87168,0.52562
26381,16780827954,0.87169,0.52562
26382,16781167690,0.87169,0.52562
26383,16781438613,0.87170,0.52562
26384,16781486656,0.87170,0.52562
26385,16781550061,0.87171,0.52562
26386,16782570477,0.87171,0.52562
26387,16782961441,0.87172,0.52562
26388,16783520318,0.87172,0.52562
26389,16784761954,0.87173,0.52562
26390,16785344407,0.87173,0.52562
26391,16786299158,0.87174,0.52562
26392,16786422172,0.87174,0.52562
26393,16786941620,0.87175,0.52562
26394,16787209787,0.87175,0.52562
26395,16787703928,0.87176,0.52562
26396,16788369069,0.87176,0.52562
26397,16789757404,0.87169,0.52562
26399,16790561573,0.87170,0.52562
26400,16791311707,0.87170,0.52562
26401,16791641461,0.87171,0.52562
26402,16792098504,0.87171,0.52562
26403,16792319367,0.87172,0.52562
26404,16793175987,0.87172,0.52562
26405,16793391976,0.87173,0.52562
26406,16793596309,0.87173,0.52562
26410,16797635476,0.87164,0.52562
26411,16798455464,0.87164,0.52562
26412,16798504499,0.87165,0.52562
26413,16799318396,0.87165,0.52562
26414,16800199379,0.87166,0.52562
26415,16801239898,0.87166,0.52562
26416,16801612016,0.87167,0.52562
26417,16802049160,0.87167,0.52562
26418,16802275251,0.87168,0.52562
26420,16804122364,0.87157,0.52562
26421,16804194670,0.87158,0.52562
26422,16804385417,0.87158,0.52562
26423,16804578096,0.87159,0.52562
26424,16805156011,0.87159,0.52562
26425,16805158980,0.87160,0.52562
26426,16805611046,0.87160,0.52562
26427,16806194420,0.87161,0.52562
26429,16808372935,0.87158,0.52562
26430,16808601050,0.87159,0.52562
26431,16808961949,0.87159,0.52562
26432,16809246055,0.87160,0.52562
26433,16809625411,0.87160,0.52562
26434,16810528984,0.87160,0.52562
26435,16810602150,0.87161,0.52562
26436,16810615133,0.87161,0.52562
26437,16811090664,0.87162,0.52562
26438,16811976145,0.87162,0.52562
26439,16812845734,0.87163,0.52562
26440,16813093609,0.87163,0.52562
26441,16813335304,0.87164,0.52562
26442,16814570115,0.87164,0.52562
26443,16814602865,0.87165,0.52562
26444,16814631326,0.87165,0.52562
26445,16815130136,0.87166,0.52562
26446,16815545762,0.87166,0.52562
26447,16815702047,0.87167,0.52562
26448,16816850994,0.87167,0.52562
26449,16816912994,0.87168,0.52562
26450,16817023201,0.87168,0.52562
26451,16817207473,0.87169,0.52562
26452,16817468879,0.87169,0.52562
26453,16817590415,0.87170,0.52562
26454,16818052718,0.87170,0.52562
26455,16818129490,0.87171,0.52562
26456,16818681843,0.87171,0.52562
26457,16818977517,0.87172,0.52562
26458,16819186039,0.87172,0.52562
26460,16821847576,0.87169,0.52562
26461,16821874929,0.87170,0.52562
26462,16822596045,0.87170,0.52562
26463,16822772083,0.87171,0.52562
26464,16823191145,0.87171,0.52562
26465,16824544155,0.87172,0.52562
26466,16824976050,0.87172,0.52562
26467,16826350600,0.87173,0.52562
26468,16826363682,0.87173,0.52562
26469,16826973515,0.87174,0.52562
26470,16827198326,0.87174,0.52562
26471,16827296120,0.87175,0.52562
26472,16828432812,0.87175,0.52562
26473,16828668919,0.87176,0.52562
26474,16828733946,0.87176,0.52562
26475,16830802593,0.87170,0.52562
26476,16830932465,0.87177,0.52562
26478,16833198594,0.87167,0.52562
26480,16835066650,0.87164,0.52562
26481,16835442146,0.87164,0.52562
26482,16835859493,0.87165,0.52562
26483,16836289478,0.87165,0.52562
26484,16837487167,0.87166,0.52562
26485,16837918801,0.87166,0.52562
26486,16837942186,0.87167,0.52562
26488,16840258856,0.87164,0.52562
26489,16840333781,0.87164,0.52562
26490,16840610682,0.87165,0.52562
26491,16841416603,0.87165,0.52562
26492,16842405822,0.87166,0.52562
26493,16843608274,0.87166,0.52562
26495,16844626267,0.87160,0.52562
26496,16844889308,0.87160,0.52562
26497,16845051508,0.87161,0.52562
26498,16845801021,0.87161,0.52562
26499,16846974763,0.87162,0.52562
26500,16847319470,0.87162,0.52562
26501,16847413285,0.87163,0.52562
26502,16847643270,0.87163,0.52562
26503,16848108102,0.87164,0.52562
26504,16848497144,0.87164,0.52562
26505,16848498424,0.87165,0.52562
26507,16851059656,0.87162,0.52562
26508,16851520519,0.87162,0.52562
26509,16852702039,0.87163,0.52562
26510,16853301839,0.87163,0.52562
26511,16853406231,0.87164,0.52562
26512,16853503423,0.87164,0.52562
26513,16853592159,0.87165,0.52562
26514,16853640731,0.87165,0.52562
26515,16854906709,0.87159,0.52562
26516,16855194536,0.87166,0.52562
26517,16855866754,0.87167,0.52562
26518,16856038915,0.87167,0.52562
26519,16856190969,0.87168,0.52562
26520,16857078124,0.87168,0.52562
26521,16857397175,0.87169,0.52562
26522,16857812015,0.87169,0.52562
26523,16858894133,0.87170,0.52562
26524,16859109019,0.87170,0.52562
26525,16859280890,0.87171,0.52562
26526,16859510305,0.87171,0.52562
26528,16861729950,0.87168,0.52562
26529,16862418413,0.87169,0.52562
26530,16863230478,0.87169,0.52562
26531,16863636616,0.87170,0.52562
26532,16864576101,0.87170,0.52562
26533,16865180530,0.87171,0.52562
26534,16866518929,0.87171,0.52562
26535,16867103633,0.87172,0.52562
26536,16867116721,0.87172,0.52562
26537,16867284156,0.87173,0.52562
26539,16869443596,0.87170,0.52562
26540,16869514649,0.87170,0.52562
26541,16870022574,0.87171,0.52562
26542,16871914040,0.87171,0.52562
26543,16871988109,0.87172,0.52562
26544,16872158464,0.87172,0.52562
26545,16872717922,0.87173,0.52562
26546,16873311040,0.87173,0.52562
26547,16873632785,0.87174,0.52562
26548,16874877293,0.87174,0.52562
26549,16876689506,0.87175,0.52562
26550,16877312264,0.87175,0.52562
26551,16877534812,0.87176,0.52562
26552,16878004184,0.87176,0.52562
26553,16878834265,0.87177,0.52562
26555,16882081868,0.87170,0.52562
26556,16882300076,0.87171,0.52562
26557,16883036718,0.87171,0.52562
26558,16883061634,0.87171,0.52562
26559,16883410802,0.87172,0.52562
26560,16883671766,0.87172,0.52562
26561,16883704847,0.87173,0.52562
26562,16884387721,0.87173,0.52562
26563,16884785475,0.87174,0.52562
26564,16884936776,0.87174,0.52562
26565,16886376297,0.87175,0.52562
26566,16886404646,0.87175,0.52562
26567,16887034151,0.87176,0.52562
26568,16888577989,0.87176,0.52562
26569,16888747236,0.87177,0.52562
26570,16889232091,0.87177,0.52562
26571,16891031486,0.87171,0.52562
26572,16891129670,0.87178,0.52562
26573,16891393065,0.87179,0.52562
26574,16891478744,0.87179,0.52562
26575,16891564001,0.87180,0.52562
26576,16891878662,0.87180,0.52562
26577,16891983816,0.87181,0.52562
26578,16892939358,0.87181,0.52562
26579,16894630340,0.87175,0.52562
26580,16895185654,0.87182,0.52562
26581,16895903466,0.87183,0.52562
26582,16896504646,0.87183,0.52562
26583,16896561193,0.87184,0.52562
26584,16897476639,0.87184,0.52562
26585,16897530978,0.87185,0.52562
26586,16898046714,0.87185,0.52562
26587,16898641217,0.87185,0.52562
26588,16898836343,0.87186,0.52562
26589,16899594380,0.87186,0.52562
26590,16899733165,0.87187,0.52562
26591,16900385056,0.87187,0.52562
26592,16900857395,0.87188,0.52562
26593,16901119994,0.87188,0.52562
26594,16901174026,0.87189,0.52562
26595,16901465241,0.87189,0.52562
26596,16901777753,0.87190,0.52562
26597,16902569008,0.87190,0.52562
26598,16902602423,0.87191,0.52562
26599,16903225165,0.87191,0.52562
26600,16903484173,0.87192,0.52562
26601,16903891100,0.87192,0.52562
26602,16904483411,0.87193,0.52562
26603,16906027524,0.87193,0.52562
26604,16906110247,0.87194,0.52562
26605,16906780422,0.87194,0.52562
26606,16907905379,0.87195,0.52562
26607,16907927898,0.87195,0.52562
26608,16908081945,0.87196,0.52562
26609,16908775406,0.87196,0.52562
26610,16908829373,0.87197,0.52562
26611,16908922169,0.87197,0.52562
26612,16909000519,0.87198,0.52562
26613,16909373465,0.87198,0.52562
26614,16909677907,0.87198,0.52562
26615,16910794983,0.87199,0.52562
26616,16911323034,0.87199,0.52562
26617,16913976323,0.87200,0.52562
26618,16914318461,0.87200,0.52562
26619,16916361925,0.87201,0.52562
26620,16916396150,0.87201,0.52562
26621,16917632565,0.87202,0.52562
26623,16919647735,0.87199,0.52562
26624,16919950623,0.87200,0.52562
26625,16921809164,0.87200,0.52562
26626,16921835708,0.87200,0.52562
26627,16921838901,0.87201,0.52562
26628,16923151315,0.87201,0.52562
26629,16923333552,0.87202,0.52562
26630,16924157965,0.87202,0.52562
26631,16925080886,0.87203,0.52562
26633,16927802909,0.87200,0.52562
26634,16929709143,0.87201,0.52562
26635,16930419505,0.87201,0.52562
26636,16931130936,0.87202,0.52562
26638,16933835844,0.87199,0.52562
26639,16935324103,0.87199,0.52562
26640,16935346277,0.87200,0.52562
26641,16935525163,0.87200,0.52562
26642,16936948343,0.87201,0.52562
26643,16937198499,0.87201,0.52562
26644,16937379471,0.87202,0.52562
26645,16938526513,0.87202,0.52562
26646,16938813070,0.87203,0.52562
26647,16939271241,0.87203,0.52562
26648,16939695290,0.87204,0.52562
26649,16940175595,0.87204,0.52562
26650,16940227457,0.87205,0.52562
26651,16940806483,0.87205,0.52562
26652,16941462831,0.87205,0.52562
26654,16944169851,0.87196,0.52562
26655,16944305029,0.87203,0.52562
26656,16944538591,0.87204,0.52562
26657,16944731475,0.87204,0.52562
26658,16944738710,0.87205,0.52562
26659,16945929721,0.87205,0.52562
26660,16947093002,0.87206,0.52562
26661,16948169427,0.87206,0.52562
26662,16948814499,0.87207,0.52562
26663,16949233704,0.87207,0.52562
26664,16950568100,0.87207,0.52562
26665,16951595753,0.87208,0.52562
26666,16951626687,0.87208,0.52562
26667,16951657601,0.87209,0.52562
26668,16951677277,0.87209,0.52562
26669,16951734324,0.87210,0.52562
26670,16951791791,0.87210,0.52562
26671,16952202147,0.87211,0.52562
26672,16953049799,0.87211,0.52562
26673,16954532914,0.87212,0.52562
26674,16954742125,0.87212,0.52562
26675,16955431545,0.87213,0.52562
26676,16955529176,0.87213,0.52562
26677,16956388948,0.87214,0.52562
26678,16956912560,0.87214,0.52562
26679,16956942508,0.87215,0.52562
26680,16958330457,0.87215,0.52562
26681,16958780922,0.87216,0.52562
26682,16958798294,0.87216,0.52562
26684,16961465335,0.87213,0.52562
26685,16961701372,0.87214,0.52562
26686,16962246152,0.87214,0.52562
26687,16962585501,0.87215,0.52562
